브랜드,의류코드,리뷰,별점,작성일
무신사스탠다드,2028327,색 예쁘고 사이즈는 맞는데 스판이 없어서 꽤 불편하네요....,3,5일 전
무신사스탠다드,2028327,세일할때 싸게 잘구매했어요 무난한 청바지입니다 튼튼하고 좋아요,3,7일 전
무신사스탠다드,2028327,배송은 빨랐지만...<br>남편이 너무 불편하데요 주머니있는부분이 걸리적 거린다네요,3,24.11.22
무신사스탠다드,2028327,데일리로 간편하게 입으려고 구매했는데 잘 맞고 편하네요,3,24.11.19
무신사스탠다드,2028327,엉덩이가 조금 많이 낌.. 전체적인 핏은 아주 이쁩니다<br>사이즈는 2업하세요,3,24.11.18
무신사스탠다드,2028327,검은색샀다가 추매했어요<br>하지만 겨울치곤 쫌 밝은느낌,3,24.11.17
무신사스탠다드,2028327,사진보다 색이 조금 연한 느낌이에요 그거 빼면 괜찮아요,3,24.11.14
무신사스탠다드,2028327,겨울에 입어야 할거 같아요~. 질감이 더운 질감이네여,3,24.11.03
무신사스탠다드,2028327,색상과 사이즈 배송 등등 여러가지 방면에서 좋았다,3,24.11.01
무신사스탠다드,2028327,사이즈가 좀타이트합니다.<br>한사이즈업해야됩니다,3,24.10.30
무신사스탠다드,2028327,"총장이나 허리는 괜찮은데, 남성 바지의 골반이 왜 이렇게까지 작은건지 이해할 수 없습니다.<br>이 바지 하나의 경험으로 무탠다드 청바지는 마지막이 될 것 같네요..",3,24.10.24
무신사스탠다드,2028327,겨울에 입어야 할거 같아요~. 질감이 더운 질감이네여,3,24.11.03
무신사스탠다드,2028327,색상과 사이즈 배송 등등 여러가지 방면에서 좋았다,3,24.11.01
무신사스탠다드,2028327,사이즈가 좀타이트합니다.<br>한사이즈업해야됩니다,3,24.10.30
무신사스탠다드,2028327,"총장이나 허리는 괜찮은데, 남성 바지의 골반이 왜 이렇게까지 작은건지 이해할 수 없습니다.<br>이 바지 하나의 경험으로 무탠다드 청바지는 마지막이 될 것 같네요..",3,24.10.24
무신사스탠다드,2028327,가을에 입기 적당하고 통이 약간 넓은 편인것 같아요.,3,24.10.21
무신사스탠다드,2028327,사이즈가 잘맞았고 실물이 더 만족스럽습니다.<br>181에 95에 잘맞습니다.,3,24.10.20
무신사스탠다드,2028327,사이즈가 적당합니다. 스판기 없고 허벅지는 작지않게 나왔어요. 길이는 186인데 발목 바로 아래입니다,3,24.10.13
무신사스탠다드,2028327,생각한 것 보다 길이가 짧았습니다. 그 점 말고 생상이나 퀄은 좋았어요.,3,24.10.06
무신사스탠다드,2028327,핏 좋고 예뻐요. 다만 바지가 좀 짧기 때문에 다리 기신 분들은 참고하세요.,3,24.09.30
무신사스탠다드,2028327,"이쁜데.. 사이즈가 너무 작아요.. 같은 무탠다드인데도 사이즈가 각시 다릅니다. 179,75, 30입으면 맞앗는데 이건<br>너무 작앗어요",3,24.09.23
무신사스탠다드,2028327,바지가 핏이 전체적으로 좀 와이드한 느낌이 있어요 그래도 옷은 이쁩니다,3,24.09.23
무신사스탠다드,2028327,색감도 좋고 핏감도 좋고 너무 잘입고 있습니다!!다들 이쁘다고 이야기하네요,3,24.09.12
무신사스탠다드,2028327,별로별로입니다 내맘이별로에요나도몰라요하하,3,24.09.12
무신사스탠다드,2028327,가성비 갑 무텐 청바지^^ 가볍게 입기 딱 좋아요^^ 추천,3,24.08.13
무신사스탠다드,2028327,"이쁜데.. 사이즈가 너무 작아요.. 같은 무탠다드인데도 사이즈가 각시 다릅니다. 179,75, 30입으면 맞앗는데 이건<br>너무 작앗어요",3,24.09.23
무신사스탠다드,2028327,바지가 핏이 전체적으로 좀 와이드한 느낌이 있어요 그래도 옷은 이쁩니다,3,24.09.23
무신사스탠다드,2028327,색감도 좋고 핏감도 좋고 너무 잘입고 있습니다!!다들 이쁘다고 이야기하네요,3,24.09.12
무신사스탠다드,2028327,별로별로입니다 내맘이별로에요나도몰라요하하,3,24.09.12
무신사스탠다드,2028327,가성비 갑 무텐 청바지^^ 가볍게 입기 딱 좋아요^^ 추천,3,24.08.13
무신사스탠다드,2028327,깔끔한 디자인이라 좋네요<br>가격대비 가성비최고입니다!!,3,24.08.12
무신사스탠다드,2028327,34가 딱 이네요 색상을 밝은편이고 두께감은 있습니도<br>돈 더주고 다른 컬러 추천,3,24.08.09
무신사스탠다드,2028327,허벅지 부분이 생각보다 뻣뻣한 느낌이어서 불편하긴 한데 입다보면 적응될거 같아요 핏이랑 색감은 완벽합니다!,3,24.08.06
무신사스탠다드,2028327,사이즈 33-34가 딱 좋을거 같아요 현재는 좀 끼는 느낌이 있네요,3,24.07.27
